admin_code	name	name_en
US.ND.075	Renville County	Renville County
US.ND.083	Sheridan County	Sheridan County
US.ND.085	Sioux County	Sioux County
US.ND.087	Slope County	Slope County
US.ND.089	Stark County	Stark County
US.ND.101	Ward County	Ward County
US.ND.105	Williams County	Williams County
US.NE.005	Arthur County	Arthur County
US.NE.007	Banner County	Banner County
US.NE.013	Box Butte County	Box Butte County
US.NE.029	Chase County	Chase County
US.NE.031	Cherry County	Cherry County
US.NE.033	Cheyenne County	Cheyenne County
US.NE.045	Dawes County	Dawes County
US.NE.049	Deuel County	Deuel County
US.NE.057	Dundy County	Dundy County
US.NE.063	Frontier County	Frontier County
US.NE.069	Garden County	Garden County
US.NE.075	Grant County	Grant County
US.NE.085	Hayes County	Hayes County
US.NE.087	Hitchcock County	Hitchcock County
US.NE.091	Hooker County	Hooker County
US.NE.101	Keith County	Keith County
US.NE.103	Keya Paha County	Keya Paha County
US.NE.105	Kimball County	Kimball County
US.NE.111	Lincoln County	Lincoln County
US.NE.113	Logan County	Logan County
US.NE.117	McPherson County	McPherson County
US.NE.123	Morrill County	Morrill County
US.NE.135	Perkins County	Perkins County
US.NE.145	Red Willow County	Red Willow County
US.NE.157	Scotts Bluff County	Scotts Bluff County
US.NE.161	Sheridan County	Sheridan County
US.NE.165	Sioux County	Sioux County
US.NE.171	Thomas County	Thomas County
US.NV.007	Elko County	Elko County
US.NV.011	Eureka County	Eureka County
US.NV.013	Humboldt County	Humboldt County
US.NV.027	Pershing County	Pershing County
US.NV.031	Washoe County	Washoe County
US.OR.001	Baker County	Baker County
US.OR.003	Benton County	Benton County
US.OR.005	Clackamas County	Clackamas County
US.OR.007	Clatsop County	Clatsop County
US.OR.009	Columbia County	Columbia County
US.OR.011	Coos County	Coos County
US.OR.013	Crook County	Crook County
US.OR.015	Curry County	Curry County
US.OR.017	Deschutes County	Deschutes County
US.OR.019	Douglas County	Douglas County
US.OR.021	Gilliam County	Gilliam County
US.OR.023	Grant County	Grant County
US.OR.025	Harney County	Harney County
US.OR.027	Hood River County	Hood River County
US.OR.029	Jackson County	Jackson County
US.OR.031	Jefferson County	Jefferson County
US.OR.033	Josephine County	Josephine County
US.OR.035	Klamath County	Klamath County
US.OR.037	Lake County	Lake County
US.OR.039	Lane County	Lane County
US.OR.041	Lincoln County	Lincoln County
US.OR.043	Linn County	Linn County
US.OR.045	Malheur County	Malheur County
US.OR.047	Marion County	Marion County
US.OR.049	Morrow County	Morrow County
US.OR.051	Multnomah County	Multnomah County
US.OR.053	Polk County	Polk County
US.OR.055	Sherman County	Sherman County
US.OR.057	Tillamook County	Tillamook County
US.OR.059	Umatilla County	Umatilla County
US.OR.061	Union County	Union County
US.OR.063	Wallowa County	Wallowa County
US.OR.065	Wasco County	Wasco County
US.OR.067	Washington County	Washington County
US.OR.069	Wheeler County	Wheeler County
US.OR.071	Yamhill County	Yamhill County
US.SD.007	Bennett County	Bennett County
US.SD.019	Butte County	Butte County
US.SD.021	Campbell County	Campbell County
US.SD.031	Corson County	Corson County
US.SD.033	Custer County	Custer County
US.SD.041	Dewey County	Dewey County
US.SD.047	Fall River County	Fall River County
US.SD.055	Haakon County	Haakon County
US.SD.063	Harding County	Harding County
US.SD.071	Jackson County	Jackson County
US.SD.075	Jones County	Jones County
US.SD.081	Lawrence County	Lawrence County
US.SD.093	Meade County	Meade County
US.SD.095	Mellette County	Mellette County
US.SD.103	Pennington County	Pennington County
US.SD.105	Perkins County	Perkins County
US.SD.102	Oglala Lakota County	Oglala Lakota County
US.SD.117	Stanley County	Stanley County
US.SD.119	Sully County	Sully County
US.SD.121	Todd County	Todd County
US.SD.137	Ziebach County	Ziebach County
US.UT.003	Box Elder County	Box Elder County
US.UT.005	Cache County	Cache County
US.UT.009	Daggett County	Daggett County
US.UT.011	Davis County	Davis County
US.UT.013	Duchesne County	Duchesne County
US.UT.029	Morgan County	Morgan County
US.UT.033	Rich County	Rich County
US.UT.035	Salt Lake County	Salt Lake County
US.UT.043	Summit County	Summit County
US.UT.045	Tooele County	Tooele County
US.UT.047	Uintah County	Uintah County
US.UT.049	Utah County	Utah County
US.UT.051	Wasatch County	Wasatch County
US.UT.057	Weber County	Weber County
US.WA.001	Adams County	Adams County
US.WA.003	Asotin County	Asotin County
US.WA.005	Benton County	Benton County
US.WA.007	Chelan County	Chelan County
US.WA.009	Clallam County	Clallam County
US.WA.011	Clark County	Clark County
US.WA.013	Columbia County	Columbia County
US.WA.015	Cowlitz County	Cowlitz County
US.WA.017	Douglas County	Douglas County
US.WA.019	Ferry County	Ferry County
US.WA.021	Franklin County	Franklin County
US.WA.023	Garfield County	Garfield County
US.WA.025	Grant County	Grant County
US.WA.027	Grays Harbor County	Grays Harbor County
US.WA.029	Island County	Island County
US.WA.031	Jefferson County	Jefferson County
US.WA.033	King County	King County
US.WA.035	Kitsap County	Kitsap County
US.WA.037	Kittitas County	Kittitas County
US.WA.039	Klickitat County	Klickitat County
US.WA.041	Lewis County	Lewis County
US.WA.043	Lincoln County	Lincoln County
US.WA.045	Mason County	Mason County
US.WA.047	Okanogan County	Okanogan County
US.WA.049	Pacific County	Pacific County
US.WA.051	Pend Oreille County	Pend Oreille County
US.WA.053	Pierce County	Pierce County
US.WA.055	San Juan County	San Juan County
US.WA.057	Skagit County	Skagit County
US.WA.059	Skamania County	Skamania County
US.WA.061	Snohomish County	Snohomish County
US.WA.063	Spokane County	Spokane County
US.WA.065	Stevens County	Stevens County
US.WA.067	Thurston County	Thurston County
US.WA.069	Wahkiakum County	Wahkiakum County
US.WA.071	Walla Walla County	Walla Walla County
US.WA.073	Whatcom County	Whatcom County
US.WA.075	Whitman County	Whitman County
US.WA.077	Yakima County	Yakima County
US.WY.001	Albany County	Albany County
US.WY.003	Big Horn County	Big Horn County
US.WY.005	Campbell County	Campbell County
US.WY.007	Carbon County	Carbon County
US.WY.009	Converse County	Converse County
US.WY.011	Crook County	Crook County
US.WY.013	Fremont County	Fremont County
US.WY.015	Goshen County	Goshen County
US.WY.017	Hot Springs County	Hot Springs County
US.WY.019	Johnson County	Johnson County
US.WY.021	Laramie County	Laramie County
US.WY.023	Lincoln County	Lincoln County
US.WY.025	Natrona County	Natrona County
US.WY.027	Niobrara County	Niobrara County
US.WY.029	Park County	Park County
US.WY.031	Platte County	Platte County
US.WY.033	Sheridan County	Sheridan County
US.WY.035	Sublette County	Sublette County
US.WY.037	Sweetwater County	Sweetwater County
US.WY.039	Teton County	Teton County
US.WY.041	Uinta County	Uinta County
US.WY.043	Washakie County	Washakie County
US.WY.045	Weston County	Weston County
US.AK.100	Haines Borough	Haines Borough
US.HI.005	Kalawao County	Kalawao County
US.HI.007	Kauai County	Kauai County
US.HI.009	Maui County	Maui County
US.HI.001	Hawaii County	Hawaii County
US.HI.003	Honolulu County	Honolulu County
US.AK.060	Bristol Bay Borough	Bristol Bay Borough
US.AK.068	Denali Borough	Denali Borough
US.AK.070	Dillingham Census Area	Dillingham Census Area
US.AK.090	Fairbanks North Star Borough	Fairbanks North Star Borough
US.AK.122	Kenai Peninsula Borough	Kenai Peninsula Borough
US.AK.150	Kodiak Island Borough	Kodiak Island Borough
US.AK.164	Lake and Peninsula Borough	Lake and Peninsula Borough
US.AK.170	Matanuska-Susitna Borough	Matanuska-Susitna Borough
US.AK.180	Nome Census Area	Nome Census Area
US.AK.185	North Slope Borough	North Slope Borough
US.AK.188	Northwest Arctic Borough	Northwest Arctic Borough
US.AK.240	Southeast Fairbanks Census Area	Southeast Fairbanks Census Area
US.AK.290	Yukon-Koyukuk Census Area	Yukon-Koyukuk Census Area
US.AK.016	Aleutians West Census Area	Aleutians West Census Area
US.AK.013	Aleutians East Borough	Aleutians East Borough
US.AK.020	Anchorage Municipality	Anchorage Municipality
US.AK.050	Bethel Census Area	Bethel Census Area
US.NY.047	Kings County	Kings County
US.AK.230	Skagway Municipality	Skagway Municipality
US.AK.105	Hoonah-Angoon Census Area	Hoonah-Angoon Census Area
US.AK.275	City and Borough of Wrangell	City and Borough of Wrangell
US.AK.195	Petersburg Borough	Petersburg Borough
US.AK.198	Prince of Wales-Hyder Census Area	Prince of Wales-Hyder Census Area
US.AK.158	Kusilvak Census Area	Kusilvak Census Area
US.AK.066	Copper River Census Area	Copper River Census Area
US.AK.063	Chugach Census Area	Chugach Census Area
